Run,Assay Type,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Platform,ReleaseDate,SRA Study,BioSample,Organism,Sample Name,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioProject,Bytes,create_date,version,AvgSpotLen,Bases,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,Strain,BioSampleModel,geo_loc_name,Host,Isolation_Source,Lat_Lon,collected_by,Host_disease,Isolate,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,Submitter_Id,ENA_first_public,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Type,ArrayExpress-SPECIES,MLST,common_name,AssemblyName,Subject_ID,COUNTRY,geographic_location_(country_and/or_sea),Genotype,TREATMENT,isolate_name_alias,sra_title (run),host_scientific_name,host_health_state,Time,specific_host,source_name,Drug_concentration_ug/ml,Bank,Generations,GEO_Accession (exp),TEST,REPLICATE,MLST#,supplier_name,host_status,Sample_Description,ref_biomaterial,isol_growth_condt,num_replicons,project_name,env_broad_scale,env_local_scale,env_medium,anonymized_name,host_sex,ArrayExpress-STRAIN_OR_LINE,Serovar,BIOMATERIAL_PROVIDER,geographic_location_(region_and_locality),MLST#_Scheme,isolation-source,Host_age,gssr_id (exp),gssr_id (run),instrument_name (run),lsid (exp),lsid (run),material_type (exp),molecular_indexing_scheme (run),project (exp),project (run),run_barcode (run),run_name (run),work_request (exp),work_request (run),flowcell_barcode (run),lane (run),read_group_id (run),read_group_platform_unit (run),media,analysis_type (exp),analysis_type (run),library_type (exp),library_type (run),bio_material,host_associated,Broker_name,CULTURE_COLLECTION,host_description,antibiotic,TimePoint,platform_model,nat-host,host_tissue_sampled,Concentration,geographic_location_(country_and/or_sea,_region),isolation_type,passage_history,product_order (exp),product_order (run),product_part_number (exp),product_part_number (run),research_project (exp),research_project (run),ArrayExpress-Sex,gender,type-material,Temp,alternate_id,Sample_id,root_sample_id (exp),root_sample_id (run),sample_id (exp),sample_id (run),exposure,Library,Specimen_voucher
ERR10437925,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9963822,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111504575,Acinetobacter baumannii,SAMEA111504575,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJEB56918,305669748,2022-11-19T12:13:00Z,1,294,711140847,,2020-03-24,Ghana,Africa,,,,,urine,4.901579 N 1.783097 W,Sekondi Public Health Laboratory,,DTU_2020_1000431_1_SI_GHA_SEK_048,DTU_2020_1000431_1_SI_GHA_SEK_048,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1000431_1_SI_GHA_SEK_048,2022-10-31,2022-11-16,SAMEA111504575,DTU-GE,2022-10-31T16:25:31Z,2022-11-16T13:55:33Z,public,,,,,,,,Ghana,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10438845,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9964377,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111505056,Acinetobacter baumannii,SAMEA111505056,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJEB56918,248196828,2022-11-19T12:14:00Z,1,292,525172017,,2020-04-27,Nigeria,Africa,,,,,blood,9.06051 N 7.48325 E,National Hospital Abuja,,DTU_2020_1001132_1_SI_NGA_ABU_010C,DTU_2020_1001132_1_SI_NGA_ABU_010C,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001132_1_SI_NGA_ABU_010C,2022-10-31,2022-11-16,SAMEA111505056,DTU-GE,2022-10-31T16:25:18Z,2022-11-16T13:58:07Z,public,,,,,,,,Nigeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10441133,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9966661,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503703,Acinetobacter baumannii,SAMEA111503703,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJEB56918,97369859,2022-11-19T12:14:00Z,1,294,201229317,,2020-06-29,Burkina Faso,Africa,,,,,urine,12.36417 N 1.52462 W,National Public Health Laboratory,,DTU_2020_1001261_1_SI_BFA_OUA_025A,DTU_2020_1001261_1_SI_BFA_OUA_025A,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001261_1_SI_BFA_OUA_025A,2022-10-31,2022-11-16,SAMEA111503703,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T13:58:53Z,public,,,,,,,,Burkina Faso,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10441150,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9966678,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503700,Acinetobacter baumannii,SAMEA111503700,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJEB56918,158914546,2022-11-19T12:15:00Z,1,296,342139492,,2020-05-31,Burkina Faso,Africa,,,,,urine,12.36417 N 1.52462 W,National Public Health Laboratory,,DTU_2020_1001226_1_SI_BFA_OUA_008,DTU_2020_1001226_1_SI_BFA_OUA_008,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001226_1_SI_BFA_OUA_008,2022-10-31,2022-11-16,SAMEA111503700,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T13:58:40Z,public,,,,,,,,Burkina Faso,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10441158,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9966686,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503702,Acinetobacter baumannii,SAMEA111503702,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",PRJEB56918,183340943,2022-11-19T12:15:00Z,1,297,377238160,,2020-06-29,Burkina Faso,Africa,,,,,urine,12.36417 N 1.52462 W,National Public Health Laboratory,,DTU_2020_1001243_1_SI_BFA_OUA_025,DTU_2020_1001243_1_SI_BFA_OUA_025,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001243_1_SI_BFA_OUA_025,2022-10-31,2022-11-16,SAMEA111503702,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T13:58:46Z,public,,,,,,,,Burkina Faso,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10441164,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9966692,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503404,Acinetobacter baumannii,SAMEA111503404,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",PRJEB56918,482441520,2022-11-19T12:16:00Z,1,293,1078179501,,2020-03-03,Algeria,Africa,,,,,aspirate,36.737232 N 3.086472 E,University Hospital Mustapha,,DTU_2021_1002122_1_SI_DZA_ALG_003,DTU_2021_1002122_1_SI_DZA_ALG_003,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002122_1_SI_DZA_ALG_003,2022-10-31,2022-11-16,SAMEA111503404,DTU-GE,2022-10-31T16:25:27Z,2022-11-16T14:04:20Z,public,,,,,,,,Algeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10446197,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9970653,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503701,Acinetobacter baumannii,SAMEA111503701,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",PRJEB56918,293723200,2022-11-19T13:08:00Z,1,289,636055910,,2020-06-19,Burkina Faso,Africa,,,,,urine,12.36417 N 1.52462 W,National Public Health Laboratory,,DTU_2020_1001235_1_SI_BFA_OUA_017,DTU_2020_1001235_1_SI_BFA_OUA_017,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001235_1_SI_BFA_OUA_017,2022-10-31,2022-11-16,SAMEA111503701,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T13:58:43Z,public,,,,,,,,Burkina Faso,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR22159793,RNA-Seq,"MOLECULAR MICROBIOLOGY, DEPARTMENT OF MEDICAL MICROBIOLOGY, UNIVERSITY OF PRETORIA",public,SRX18138701,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,2022-11-07T00:00:00Z,SRP402546,SAMN29928039,Acinetobacter baumannii,R_B2.MM,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJNA850834,328689252,2022-11-02T19:19:00Z,1,434,547719483,GSM6705707,2020,South Africa,Africa,R_B2.MM,Pathogen.cl,South Africa: Pretoria,Homo sapiens,pus aspirate,25.7479 S 28.2293 E,National health Laboratory Service,Infection,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fluid Aspirate,,,,,,,,,,,,,,,,,,,,,,,,
SRR22159804,OTHER,"MOLECULAR MICROBIOLOGY, DEPARTMENT OF MEDICAL MICROBIOLOGY, UNIVERSITY OF PRETORIA",public,SRX18138690,Sequel,SINGLE,other,GENOMIC,PACBIO_SMRT,2022-11-07T00:00:00Z,SRP402546,SAMN29928039,Acinetobacter baumannii,R_B2.MM,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",PRJNA850834,1264008,2022-11-03T01:13:00Z,1,794956,4769736,GSM6705696,2020,South Africa,Africa,R_B2.MM,Pathogen.cl,South Africa: Pretoria,Homo sapiens,pus aspirate,25.7479 S 28.2293 E,National health Laboratory Service,Infection,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fluid Aspirate,,,,,,,,,,,,,,,,,,,,,,,,
SRR17931033,WGS,"UNIVERSITY HOSPITAL, GOETHE UNIVERSITY FRANKFURT AM MAIN, GERMANY",public,SRX14089528,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-02-08T00:00:00Z,SRP358800,SAMN25722230,Acinetobacter baumannii,C_035,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",PRJNA804332,613944194,2022-02-08T05:20:00Z,1,300,1838834700,C_035,2019-01-21,Kenya,Africa,,"Microbe\, viral or environmental",Kenya: Nairobi,Homo sapiens,,,,,Neo015,,,,,,,,,,,,,Screening swab,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17931048,WGS,"UNIVERSITY HOSPITAL, GOETHE UNIVERSITY FRANKFURT AM MAIN, GERMANY",public,SRX14089513,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-02-08T00:00:00Z,SRP358800,SAMN25722314,Acinetobacter baumannii,C_047,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA804332,483435648,2022-02-08T05:20:00Z,1,300,1449795900,C_047,2019-04-26,Kenya,Africa,,"Microbe\, viral or environmental",Kenya: Nairobi,Homo sapiens,,,,,Neo276,,,,,,,,,,,,,Screening swab,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17931144,WGS,"UNIVERSITY HOSPITAL, GOETHE UNIVERSITY FRANKFURT AM MAIN, GERMANY",public,SRX14089417,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-02-08T00:00:00Z,SRP358800,SAMN25722229,Acinetobacter baumannii,C_006,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",PRJNA804332,553378119,2022-02-08T05:25:00Z,1,300,1641974700,C_006,2019-03-21,Kenya,Africa,,"Microbe\, viral or environmental",Kenya: Nairobi,Homo sapiens,,,,,MS209,,,,,,,,,,,,,Screening swab,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17931145,WGS,"UNIVERSITY HOSPITAL, GOETHE UNIVERSITY FRANKFURT AM MAIN, GERMANY",public,SRX14089416,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-02-08T00:00:00Z,SRP358800,SAMN25722228,Acinetobacter baumannii,C_003,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJNA804332,577414184,2022-02-08T05:25:00Z,1,300,1682323500,C_003,2019-01-17,Kenya,Africa,,"Microbe\, viral or environmental",Kenya: Nairobi,Homo sapiens,,,,,MS018,,,,,,,,,,,,,Screening swab,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10809417,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10258894,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-28T00:00:00Z,ERP143762,SAMEA112328333,Acinetobacter baumannii,SAMEA112328333,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJEB58695,161976837,2023-02-01T02:49:00Z,1,302,268203784,,2022,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,OUT12-10_S28,2023-01-27,2023-01-27,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",OUT12-10_S28,2023-01-27,2023-01-27,SAMEA112328333,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-27T20:22:17Z,2023-01-27T20:22:17Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10809418,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10258895,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-28T00:00:00Z,ERP143762,SAMEA112328351,Acinetobacter baumannii,SAMEA112328351,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",PRJEB58695,44624961,2023-02-01T02:49:00Z,1,302,76128160,,2021,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,OUT2-1_S35,2023-01-27,2023-01-27,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",OUT2-1_S35,2023-01-27,2023-01-27,SAMEA112328351,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-27T20:22:17Z,2023-01-27T20:22:17Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10802836,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10251318,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-25T00:00:00Z,ERP143762,SAMEA112328317,Acinetobacter baumannii,SAMEA112328317,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJEB58695,100376946,2023-01-28T08:48:00Z,1,302,158803982,,2021,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,INL1-49_S99,2023-01-24,2023-01-24,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",INL1-49_S99,2023-01-24,2023-01-24,SAMEA112328317,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-24T08:19:12Z,2023-01-24T08:19:12Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10808103,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10257688,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-27T00:00:00Z,ERP143762,SAMEA112328310,Acinetobacter baumannii,SAMEA112328310,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",PRJEB58695,45385718,2023-01-31T02:34:00Z,1,302,69976118,,2022,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,INL12-4_S99,2023-01-27,2023-01-27,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",INL12-4_S99,2023-01-27,2023-01-27,SAMEA112328310,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-27T00:23:23Z,2023-01-27T00:23:23Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10808115,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10257700,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-27T00:00:00Z,ERP143762,SAMEA112328332,Acinetobacter baumannii,SAMEA112328332,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJEB58695,54927872,2023-01-31T02:35:00Z,1,302,94140950,,2021,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,OUT10-2_S17,2023-01-27,2023-01-27,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",OUT10-2_S17,2023-01-27,2023-01-27,SAMEA112328332,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-27T00:23:23Z,2023-01-27T00:23:23Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10808136,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10257721,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-27T00:00:00Z,ERP143762,SAMEA112328410,Acinetobacter baumannii,SAMEA112328410,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",PRJEB58695,83176465,2023-01-31T02:35:00Z,1,302,159950072,,2021,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,OUT6-9_S12,2023-01-27,2023-01-27,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",OUT6-9_S12,2023-01-27,2023-01-27,SAMEA112328410,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-27T00:23:23Z,2023-01-27T00:23:23Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10805899,WGS,GLOBAL HEALTH RESEARCH UNIT FOR THE GENOMIC SURVEI,public,ERX10254385,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2023-01-26T00:00:00Z,ERP143762,SAMEA112328384,Acinetobacter baumannii,SAMEA112328384,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJEB58695,50589753,2023-01-29T08:51:00Z,1,302,93412224,,2021,Nigeria,Africa,,,,,,,,,Acinetobacter baumannii,OUT6-18_S21,2023-01-24,2023-01-25,"global health research unit for the genomic surveillance of antimicrobial resistance\, ibadan",OUT6-18_S21,2023-01-24,2023-01-24,SAMEA112328384,"Global Health Research Unit for the Genomic Surveillance of Antimicrobial Resistance\, Ibadan",2023-01-24T20:18:54Z,2023-01-24T20:18:54Z,public,,,,,,,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007747,WGS,CARDIFF UNIVERSITY,public,ERX7573416,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292452,Acinetobacter baumannii,SAMEA12292452,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",PRJEB47698,153752583,2022-05-25T01:40:00Z,1,6198,177172756,rapid kit,2016,Ethiopia,Africa,,,,,Homo sapien,,,,MIN-008,MIN-008,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-008,2022-01-14,2022-01-14,SAMEA12292452,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Ethiopia,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007748,WGS,CARDIFF UNIVERSITY,public,ERX7573417,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292492,Acinetobacter baumannii,SAMEA12292492,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJEB47698,878671372,2022-05-24T01:41:00Z,1,6812,1008927211,rapid kit,2016,Ghana,Africa,,,,,Homo sapien,,,,MIN-009,MIN-009,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-009,2022-01-14,2022-01-14,SAMEA12292492,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Ghana,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007749,WGS,CARDIFF UNIVERSITY,public,ERX7573418,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292493,Acinetobacter baumannii,SAMEA12292493,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",PRJEB47698,184828419,2022-05-24T01:39:00Z,1,5795,211683370,rapid kit,2016,Ghana,Africa,,,,,Homo sapien,,,,MIN-010,MIN-010,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-010,2022-01-14,2022-01-14,SAMEA12292493,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Ghana,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8007751,WGS,CARDIFF UNIVERSITY,public,ERX7573420,MinION,SINGLE,RANDOM,GENOMIC,OXFORD_NANOPORE,2022-01-15T00:00:00Z,ERP131998,SAMEA12292513,Acinetobacter baumannii,SAMEA12292513,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJEB47698,64159894,2022-05-24T01:40:00Z,1,4362,73581806,rapid kit,2016,Nigeria,Africa,,,,,Homo sapien,,,,MIN-012,MIN-012,2022-01-14,2022-01-14,CARDIFF UNIVERSITY,MIN-012,2022-01-14,2022-01-14,SAMEA12292513,CARDIFF UNIVERSITY,2022-01-14T16:27:41Z,2022-01-14T16:27:41Z,public,,,,,,,,Nigeria,,,,,Homo sapiens,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
